epoch,As_AUC,As_loss,C_accuracy,C_loss,Cd_AUC,Cd_loss,K_accuracy,K_loss,N_accuracy,N_loss,Pb_AUC,Pb_loss,learning_rate,loss,val_As_AUC,val_As_loss,val_C_accuracy,val_C_loss,val_Cd_AUC,val_Cd_loss,val_K_accuracy,val_K_loss,val_N_accuracy,val_N_loss,val_Pb_AUC,val_Pb_loss,val_loss
0,0.4945387840270996,0.3407554030418396,0.33799734711647034,1.1285120248794556,0.517682671546936,0.3338691294193268,0.9384615421295166,0.25523290038108826,0.3305039703845978,1.12382173538208,0.493226021528244,0.3430027663707733,0.0010000000474974513,3.5257937908172607,0.5263874530792236,0.33642151951789856,0.3352785110473633,1.0996336936950684,0.5151697397232056,0.29805082082748413,0.9403182864189148,0.22979258000850677,0.35358089208602905,1.097324013710022,0.5,0.3254598081111908,3.386892557144165
1,0.5015496611595154,0.331645667552948,0.3505968153476715,1.100394606590271,0.5027074813842773,0.32816675305366516,0.9401193857192993,0.23593677580356598,0.3511936366558075,1.1012119054794312,0.49740543961524963,0.33497175574302673,0.0010000000474974513,3.4317612648010254,0.5054096579551697,0.3426571190357208,0.44880637526512146,1.0622522830963135,0.5134719014167786,0.2982189655303955,0.9403182864189148,0.23339426517486572,0.42652520537376404,1.066717267036438,0.4753715693950653,0.3272625505924225,3.330767869949341
2,0.49319911003112793,0.3324299454689026,0.4757957458496094,1.0221960544586182,0.49621275067329407,0.3289070129394531,0.9401193857192993,0.2338494509458542,0.479774534702301,1.0224106311798096,0.4847370386123657,0.33478957414627075,0.0010000000474974513,3.2745437622070312,0.5188438892364502,0.3377853333950043,0.5214853882789612,0.9704713821411133,0.5160773992538452,0.2988176643848419,0.9403182864189148,0.22607195377349854,0.520159125328064,0.9791044592857361,0.5129775404930115,0.32572034001350403,3.1384737491607666
3,0.4980107843875885,0.330165833234787,0.5104774832725525,0.9799194931983948,0.5170959830284119,0.3251386284828186,0.9401193857192993,0.23373821377754211,0.5069628357887268,0.9835764169692993,0.5074897408485413,0.3315906226634979,0.0010000000474974513,3.1848015785217285,0.548625111579895,0.33746692538261414,0.5347480177879333,0.9363428354263306,0.5256702899932861,0.29756325483322144,0.9403182864189148,0.22105857729911804,0.5214853882789612,0.9521446824073792,0.4966420531272888,0.32612907886505127,3.071335792541504
4,0.5125842094421387,0.3292502760887146,0.5375994443893433,0.9412455558776855,0.51820969581604,0.32440119981765747,0.9401193857192993,0.2298758178949356,0.5278514623641968,0.9480030536651611,0.5097205638885498,0.3328675329685211,0.0010000000474974513,3.10597562789917,0.564415454864502,0.33519795536994934,0.5726790428161621,0.8915888667106628,0.5444233417510986,0.29749712347984314,0.9403182864189148,0.22194695472717285,0.5413793325424194,0.9092628359794617,0.48687154054641724,0.32729077339172363,2.983489513397217
5,0.525877058506012,0.32697948813438416,0.5853448510169983,0.8734328150749207,0.5265548229217529,0.3245057463645935,0.9401193857192993,0.22697293758392334,0.5628647208213806,0.8915277123451233,0.5189712643623352,0.331755131483078,0.0010000000474974513,2.9748942852020264,0.5801299214363098,0.3360974192619324,0.634482741355896,0.8143709301948547,0.6177550554275513,0.2933158278465271,0.9403182864189148,0.22393926978111267,0.5986737608909607,0.8437858819961548,0.5620449781417847,0.323607861995697,2.8359198570251465
6,0.6088135242462158,0.3167954087257385,0.6286472082138062,0.8091920018196106,0.6482957005500793,0.30789777636528015,0.9401193857192993,0.22451667487621307,0.5810344815254211,0.8424384593963623,0.6072892546653748,0.3220473527908325,0.0010000000474974513,2.8234033584594727,0.7342102527618408,0.3053759038448334,0.6395225524902344,0.7688627243041992,0.7566536068916321,0.2667340934276581,0.9403182864189148,0.2129347175359726,0.5832891464233398,0.81435227394104,0.6689143776893616,0.3059096932411194,2.6751439571380615
7,0.6940538287162781,0.30167272686958313,0.6437665820121765,0.7799426317214966,0.718801736831665,0.2926793098449707,0.9401193857192993,0.22005081176757812,0.5911140441894531,0.8155035376548767,0.6553481817245483,0.31322911381721497,0.0010000000474974513,2.724432945251465,0.7141655683517456,0.3116808831691742,0.6453580856323242,0.7558999061584473,0.7990443110466003,0.25105994939804077,0.9403182864189148,0.21237298846244812,0.5931034684181213,0.8033742308616638,0.68821120262146,0.3034009635448456,2.6388354301452637
8,0.7307968735694885,0.2923447787761688,0.655968189239502,0.7662830948829651,0.7588263154029846,0.2806113660335541,0.9401193857192993,0.22150520980358124,0.5961538553237915,0.8009978532791138,0.684261679649353,0.30783697962760925,0.0010000000474974513,2.6680288314819336,0.7869314551353455,0.286702424287796,0.6557028889656067,0.7710831165313721,0.7970669269561768,0.25864866375923157,0.9403182864189148,0.2170906513929367,0.588063657283783,0.8280726075172424,0.7079336643218994,0.3015873432159424,2.6640403270721436
9,0.7324461936950684,0.2921222448348999,0.653050422668457,0.7561531066894531,0.7842308282852173,0.27153515815734863,0.9401193857192993,0.21832183003425598,0.6045092940330505,0.7948017716407776,0.7055202722549438,0.30137306451797485,0.0010000000474974513,2.634690523147583,0.7846022844314575,0.2865787148475647,0.6424403190612793,0.771204948425293,0.8210696578025818,0.24407367408275604,0.9403182864189148,0.21328681707382202,0.5724138021469116,0.8304072022438049,0.7174299955368042,0.29465460777282715,2.641230821609497
10,0.7436578273773193,0.2883489429950714,0.6594827771186829,0.7486101984977722,0.8079538345336914,0.26278582215309143,0.9401193857192993,0.21800412237644196,0.6078912615776062,0.7877761721611023,0.7112153768539429,0.3011972904205322,0.0010000000474974513,2.6059603691101074,0.7846455574035645,0.2959015965461731,0.6549071669578552,0.7351532578468323,0.8169326782226562,0.2539075016975403,0.9403182864189148,0.21408431231975555,0.6026524901390076,0.7824246883392334,0.7307655215263367,0.3002254366874695,2.582609176635742
11,0.7421792149543762,0.28954657912254333,0.6661803722381592,0.7407572269439697,0.8214128613471985,0.2547987699508667,0.9401193857192993,0.21448780596256256,0.6074933409690857,0.782993733882904,0.707497239112854,0.301777720451355,0.0010000000474974513,2.5843665599823,0.7699306011199951,0.2964797616004944,0.6607427000999451,0.7305122017860413,0.8571693897247314,0.22166278958320618,0.9403182864189148,0.2097558230161667,0.6066312789916992,0.7900924682617188,0.7356190085411072,0.2898338735103607,2.5392210483551025
12,0.7500051856040955,0.28728100657463074,0.6698939204216003,0.7334173321723938,0.8373870253562927,0.24695682525634766,0.9401193857192993,0.21499723196029663,0.6121352910995483,0.7752988338470459,0.7260447144508362,0.2966432273387909,0.0010000000474974513,2.5542421340942383,0.765110194683075,0.2928674519062042,0.6676392555236816,0.7240114212036133,0.8799044489860535,0.21514083445072174,0.9403182864189148,0.2069830745458603,0.6066312789916992,0.7868267893791199,0.7309851050376892,0.293435662984848,2.520132541656494
13,0.7447565793991089,0.2889271378517151,0.6685676574707031,0.7332841157913208,0.8597700595855713,0.23428747057914734,0.9401193857192993,0.21340066194534302,0.6165119409561157,0.7727371454238892,0.7237900495529175,0.2979888319969177,0.0010000000474974513,2.5406923294067383,0.7860614657402039,0.28644776344299316,0.6748010516166687,0.7108843922615051,0.88214111328125,0.2088063508272171,0.9403182864189148,0.20671723783016205,0.6061007976531982,0.7709867358207703,0.7484525442123413,0.28653618693351746,2.471221446990967
14,0.7456226944923401,0.2883147895336151,0.6759946942329407,0.722843587398529,0.8882427215576172,0.21438628435134888,0.9401193857192993,0.21269632875919342,0.6122015714645386,0.7658937573432922,0.7241935133934021,0.2972811162471771,0.0010000000474974513,2.5005879402160645,0.7631939649581909,0.295858770608902,0.6482758522033691,0.7410402894020081,0.9172680377960205,0.17583240568637848,0.9403182864189148,0.20774933695793152,0.597082257270813,0.7988339066505432,0.7253279685974121,0.294262170791626,2.514272689819336
15,0.749418318271637,0.286804735660553,0.67267906665802,0.7201123833656311,0.9079260230064392,0.18784372508525848,0.9401193857192993,0.21365472674369812,0.6185676455497742,0.7634359002113342,0.7211664319038391,0.2982284426689148,0.0010000000474974513,2.4692342281341553,0.7805225849151611,0.2925946116447449,0.6729443073272705,0.7055364847183228,0.943185031414032,0.1476149708032608,0.9403182864189148,0.20347702503204346,0.6169761419296265,0.7670047283172607,0.715945839881897,0.30013391375541687,2.417130947113037
16,0.7525993585586548,0.2849820852279663,0.673740029335022,0.7206056714057922,0.9253894090652466,0.16243813931941986,0.9401193857192993,0.21246513724327087,0.6228116750717163,0.7590769529342651,0.7180579304695129,0.2990487515926361,0.0010000000474974513,2.4406254291534424,0.7768678665161133,0.2932926416397095,0.643501341342926,0.7936981916427612,0.9386323094367981,0.13572070002555847,0.9403182864189148,0.21041208505630493,0.6082227826118469,0.832336962223053,0.7287400364875793,0.2964530289173126,2.562803030014038
17,0.7671194076538086,0.28040778636932373,0.6775861978530884,0.7132998704910278,0.9362822771072388,0.14643076062202454,0.9401193857192993,0.209597647190094,0.6185013055801392,0.7551735639572144,0.7278451323509216,0.29592302441596985,0.0010000000474974513,2.4019627571105957,0.7982776761054993,0.2857101559638977,0.6697613000869751,0.7158911824226379,0.9471060037612915,0.11211822926998138,0.9403182864189148,0.2035818099975586,0.6164456009864807,0.771620512008667,0.7440160512924194,0.28915640711784363,2.3790624141693115
18,0.7832320332527161,0.27442944049835205,0.6806365847587585,0.7045810222625732,0.9499214887619019,0.128954216837883,0.9401193857192993,0.21202072501182556,0.6269230842590332,0.7479767203330994,0.7316175699234009,0.29447174072265625,0.0010000000474974513,2.3627452850341797,0.8058369755744934,0.28067994117736816,0.665517270565033,0.7106297016143799,0.9652944207191467,0.1013043075799942,0.9403182864189148,0.20397529006004333,0.6190981268882751,0.7601621150970459,0.7515469789505005,0.2870759665966034,2.3447747230529785
19,0.7841634154319763,0.272782564163208,0.6757957339286804,0.7232627272605896,0.94635409116745,0.13256171345710754,0.9401193857192993,0.21478162705898285,0.6175729632377625,0.762654185295105,0.7246589064598083,0.2959100902080536,0.0010000000474974513,2.402928352355957,0.829669713973999,0.26559197902679443,0.6795756220817566,0.6948057413101196,0.9714706540107727,0.09815683960914612,0.9403182864189148,0.2049982100725174,0.6151193380355835,0.7504417300224304,0.7423091530799866,0.2887119948863983,2.3036868572235107
20,0.8024923801422119,0.26558491587638855,0.6875331401824951,0.6945927143096924,0.9628849029541016,0.11085867136716843,0.9401193857192993,0.21093234419822693,0.6340848803520203,0.7402311563491821,0.7520111203193665,0.28644633293151855,0.0010000000474974513,2.3070449829101562,0.8297097086906433,0.2635301351547241,0.6872678995132446,0.6854124665260315,0.973302960395813,0.08554232865571976,0.9403182864189148,0.20470717549324036,0.6299734711647034,0.7371063828468323,0.7983580827713013,0.2699679732322693,2.2469959259033203
21,0.8071978688240051,0.26299402117729187,0.6870689392089844,0.689192533493042,0.9680135846138,0.10097570717334747,0.9401193857192993,0.20956671237945557,0.6269230842590332,0.7357200384140015,0.7702890038490295,0.28078392148017883,0.0010000000474974513,2.2774691581726074,0.8427454829216003,0.2587762773036957,0.6901856660842896,0.6893134713172913,0.9720190167427063,0.08498261123895645,0.9403182864189148,0.20296743512153625,0.6315649747848511,0.7457994818687439,0.8011837005615234,0.26870545744895935,2.2513363361358643
22,0.8065394163131714,0.26389598846435547,0.6925729513168335,0.6838993430137634,0.9686105847358704,0.1012367308139801,0.9401193857192993,0.20847202837467194,0.6386604905128479,0.725476086139679,0.791269063949585,0.2718861997127533,0.0010000000474974513,2.2541396617889404,0.8428477644920349,0.2550753653049469,0.6742705702781677,0.7148923873901367,0.9778770208358765,0.10720981657505035,0.9403182864189148,0.2026187628507614,0.6270557045936584,0.7674531936645508,0.8198854923248291,0.2593023478984833,2.3074495792388916
23,0.8071439862251282,0.2626318335533142,0.6956233382225037,0.6769269108772278,0.9704117774963379,0.09598390012979507,0.9401193857192993,0.2079143226146698,0.6322281360626221,0.7257300019264221,0.800010621547699,0.26738783717155457,0.0010000000474974513,2.235736846923828,0.8462733030319214,0.25595104694366455,0.7010610103607178,0.6634764075279236,0.9747620820999146,0.07986709475517273,0.9403182864189148,0.2004457265138626,0.6474801301956177,0.725135087966919,0.8380593061447144,0.24573296308517456,2.1712236404418945
24,0.8219571113586426,0.25588133931159973,0.6983422040939331,0.6712750792503357,0.9752561450004578,0.08995573967695236,0.9401193857192993,0.20710894465446472,0.6402519941329956,0.7179558873176575,0.8113916516304016,0.2613625228404999,0.0010000000474974513,2.2038674354553223,0.821399450302124,0.27355965971946716,0.6806365847587585,0.6971641778945923,0.9522085785865784,0.11541315913200378,0.9403182864189148,0.20729802548885345,0.6212201714515686,0.7617284655570984,0.8569007515907288,0.23770396411418915,2.2933707237243652
25,0.8441932201385498,0.24509818851947784,0.701193630695343,0.663784921169281,0.9759073853492737,0.091212198138237,0.9401193857192993,0.20822347700595856,0.6409814357757568,0.7131491303443909,0.8195493221282959,0.2559797763824463,0.0010000000474974513,2.177593946456909,0.8806446194648743,0.23612277209758759,0.7034482955932617,0.6658636927604675,0.9780644774436951,0.07276839762926102,0.9403182864189148,0.20061646401882172,0.6522546410560608,0.713567852973938,0.8624986410140991,0.23635487258434296,2.126089572906494
26,0.8484933376312256,0.24245402216911316,0.7043766379356384,0.6619681715965271,0.9774990081787109,0.08565434068441391,0.9401193857192993,0.20590022206306458,0.6411803960800171,0.7111186385154724,0.8398791551589966,0.24599821865558624,0.0010000000474974513,2.1533918380737305,0.8799049258232117,0.23634497821331024,0.699999988079071,0.6675440073013306,0.9816492199897766,0.07810135930776596,0.9403182864189148,0.19919449090957642,0.6450928449630737,0.7213801145553589,0.8705177903175354,0.2240981012582779,2.127462387084961
27,0.862686276435852,0.23456107079982758,0.7104774713516235,0.6497526168823242,0.9773023724555969,0.08616730570793152,0.9401193857192993,0.2054363191127777,0.6527188420295715,0.7009148597717285,0.8459202647209167,0.24305251240730286,0.0010000000474974513,2.1182518005371094,0.9091671705245972,0.21529287099838257,0.7066313028335571,0.6719686985015869,0.9844083786010742,0.07528713345527649,0.9403182864189148,0.20115742087364197,0.6405835747718811,0.7259742617607117,0.855360746383667,0.23656173050403595,2.1270132064819336
28,0.8756042122840881,0.22708064317703247,0.7084880471229553,0.649291455745697,0.9806930422782898,0.07913483679294586,0.9401193857192993,0.20371033251285553,0.6509947180747986,0.6976099014282227,0.8411378860473633,0.2441713958978653,0.0010000000474974513,2.1019458770751953,0.9254238605499268,0.2003963738679886,0.7132626175880432,0.6434151530265808,0.9754883646965027,0.07644209265708923,0.9403182864189148,0.20253199338912964,0.6519894003868103,0.6997960805892944,0.878413736820221,0.22698678076267242,2.0502865314483643
29,0.8887618184089661,0.21765723824501038,0.7099469304084778,0.640601634979248,0.9849988222122192,0.0768265351653099,0.9401193857192993,0.2037235051393509,0.6517241597175598,0.6915276050567627,0.8669889569282532,0.22782433032989502,0.0010000000474974513,2.057011127471924,0.9039530754089355,0.21641948819160461,0.7129973769187927,0.6386923789978027,0.9752776622772217,0.07395412772893906,0.9403182864189148,0.20047415792942047,0.6485410928726196,0.7041128277778625,0.9016647934913635,0.2000708132982254,2.0343196392059326
30,0.9003787040710449,0.2095147967338562,0.7169761061668396,0.6352987885475159,0.9799337983131409,0.07872651517391205,0.9401193857192993,0.20309311151504517,0.6570291519165039,0.6877021193504333,0.8652425408363342,0.2247338443994522,0.0010000000474974513,2.039777994155884,0.9502775073051453,0.17814213037490845,0.7183023691177368,0.6520675420761108,0.9780821800231934,0.07258957624435425,0.9403182864189148,0.20269028842449188,0.6527851223945618,0.7097267508506775,0.8589815497398376,0.22929058969020844,2.045304775238037
31,0.9260845184326172,0.1847417950630188,0.7176392674446106,0.6363740563392639,0.9797696471214294,0.08108968287706375,0.9401193857192993,0.20460359752178192,0.6517241597175598,0.6914774179458618,0.8846782445907593,0.20339606702327728,0.0010000000474974513,2.002044439315796,0.9589210152626038,0.1489706188440323,0.7167108654975891,0.6367779970169067,0.9757809638977051,0.07363320142030716,0.9403182864189148,0.19930218160152435,0.6549071669578552,0.6976535320281982,0.9419904351234436,0.14793244004249573,1.9049186706542969
32,0.9421694278717041,0.15535151958465576,0.7163792848587036,0.6335504651069641,0.9836062788963318,0.07181856781244278,0.9401193857192993,0.20372402667999268,0.652984082698822,0.6870911717414856,0.9096882939338684,0.1823054701089859,0.0010000000474974513,1.934175729751587,0.9639129638671875,0.12987208366394043,0.702387273311615,0.6556486487388611,0.9632483124732971,0.08742877840995789,0.9403182864189148,0.20539915561676025,0.6389920711517334,0.7203767895698547,0.930027961730957,0.16939429938793182,1.9689130783081055
33,0.9541420936584473,0.13322977721691132,0.7183023691177368,0.6314184665679932,0.9836604595184326,0.07401862740516663,0.9401193857192993,0.2017233520746231,0.6527188420295715,0.6819584369659424,0.9241962432861328,0.17033138871192932,0.0010000000474974513,1.89268958568573,0.9770331978797913,0.09233877062797546,0.7135278582572937,0.6297951936721802,0.9688641428947449,0.08762013912200928,0.9403182864189148,0.19796712696552277,0.6557028889656067,0.6966837048530579,0.9391158819198608,0.1537887006998062,1.8588937520980835
34,0.9592111110687256,0.12114621698856354,0.7145888805389404,0.6308028697967529,0.9817546606063843,0.07402829825878143,0.9401193857192993,0.20262031257152557,0.6558355689048767,0.6830732822418213,0.9222139716148376,0.16852198541164398,0.0010000000474974513,1.8794991970062256,0.979479968547821,0.09056781977415085,0.721485435962677,0.6310163140296936,0.9777846336364746,0.07662428915500641,0.9403182864189148,0.19728656113147736,0.6570291519165039,0.6942673921585083,0.9483328461647034,0.14138120412826538,1.8319443464279175
35,0.9638797640800476,0.11106449365615845,0.7207559943199158,0.622421383857727,0.9835937023162842,0.07253221422433853,0.9401193857192993,0.20317195355892181,0.6508620977401733,0.6851332783699036,0.930406928062439,0.16406169533729553,0.0010000000474974513,1.8575338125228882,0.9548913836479187,0.1330089569091797,0.711936354637146,0.6386324167251587,0.9739673733711243,0.08504973351955414,0.9403182864189148,0.19475701451301575,0.6514588594436646,0.7023762464523315,0.9436708092689514,0.160164013504982,1.9147006273269653
36,0.9675621390342712,0.1040479764342308,0.7228779792785645,0.6172844767570496,0.9830226898193359,0.07295382022857666,0.9401193857192993,0.20211707055568695,0.6621353030204773,0.6726540923118591,0.9383619427680969,0.15441665053367615,0.0010000000474974513,1.824308156967163,0.9789698719978333,0.08318620175123215,0.7037135362625122,0.6643120646476746,0.981996476650238,0.06591924279928207,0.9403182864189148,0.19707238674163818,0.6591511964797974,0.7171608805656433,0.9587876200675964,0.12698587775230408,1.8554744720458984
37,0.9712885618209839,0.10001327097415924,0.7267904281616211,0.6153683662414551,0.9843341112136841,0.06995032727718353,0.9401193857192993,0.20102334022521973,0.6622679233551025,0.6738287210464478,0.9425796866416931,0.14797693490982056,0.0010000000474974513,1.8084570169448853,0.9647518396377563,0.1294436901807785,0.7228116989135742,0.6386750340461731,0.9854816198348999,0.05888888239860535,0.9403182864189148,0.19686220586299896,0.670822262763977,0.7037593126296997,0.9281713366508484,0.15817202627658844,1.886488914489746
38,0.9739417433738708,0.0940997451543808,0.7272546291351318,0.6172539591789246,0.9843831062316895,0.06941812485456467,0.9401193857192993,0.20035114884376526,0.6638594269752502,0.6663352251052856,0.9431498646736145,0.14815881848335266,0.0010000000474974513,1.7956963777542114,0.9724987745285034,0.09299609810113907,0.7212201356887817,0.6281151175498962,0.966501772403717,0.08698231726884842,0.9403182864189148,0.19511166214942932,0.654111385345459,0.6946480870246887,0.95719313621521,0.1443590223789215,1.8429361581802368
39,0.9756401777267456,0.09003905206918716,0.7284482717514038,0.6079376339912415,0.9853355884552002,0.06883639842271805,0.9401193857192993,0.20039385557174683,0.6730105876922607,0.6617105603218079,0.9484142065048218,0.1438024640083313,0.0010000000474974513,1.7732412815093994,0.9801490902900696,0.07406343519687653,0.7310344576835632,0.615649402141571,0.9788867235183716,0.06769601255655289,0.9403182864189148,0.19363091886043549,0.6713528037071228,0.6793376207351685,0.9676334857940674,0.11958669126033783,1.7506530284881592
40,0.9709399938583374,0.09648594260215759,0.7320291996002197,0.6048245429992676,0.9867188334465027,0.06742893159389496,0.9401193857192993,0.2003783881664276,0.6719496250152588,0.6618303656578064,0.948624312877655,0.1432722955942154,0.0010000000474974513,1.772828221321106,0.9799015522003174,0.07509027421474457,0.7259947061538696,0.6335905194282532,0.9785451292991638,0.06614810973405838,0.9403182864189148,0.19257888197898865,0.6684350371360779,0.6927183270454407,0.9670493602752686,0.1178228035569191,1.7784972190856934
41,0.9757968783378601,0.08940659463405609,0.729840874671936,0.602989673614502,0.9870673418045044,0.06336341053247452,0.9401193857192993,0.19970247149467468,0.6745358109474182,0.6552138924598694,0.9469417333602905,0.1407751888036728,0.0010000000474974513,1.752964973449707,0.9830103516578674,0.0698770135641098,0.7169761061668396,0.6387068629264832,0.9809486269950867,0.06526264548301697,0.9403182864189148,0.1943487823009491,0.6580901741981506,0.6920633912086487,0.9605726003646851,0.13040795922279358,1.791413426399231
42,0.9784876704216003,0.08671896159648895,0.7370026707649231,0.5929269194602966,0.9878859519958496,0.06340702623128891,0.9401193857192993,0.1957036852836609,0.6771883368492126,0.6469292044639587,0.9549964070320129,0.13537387549877167,0.0010000000474974513,1.7211928367614746,0.9741754531860352,0.0872911885380745,0.7241379022598267,0.6307700276374817,0.9725271463394165,0.07259584218263626,0.9403182864189148,0.19489067792892456,0.6660477519035339,0.6950206160545349,0.9665380716323853,0.11929522454738617,1.8005858659744263
43,0.9799090623855591,0.08107847720384598,0.7342175245285034,0.5959889888763428,0.9882856011390686,0.06300012022256851,0.9401193857192993,0.19782988727092743,0.6750662922859192,0.6516980528831482,0.9517228603363037,0.13585339486598969,0.0010000000474974513,1.7250423431396484,0.9645928740501404,0.1014261469244957,0.7143235802650452,0.6444900035858154,0.9833492636680603,0.06555244326591492,0.9403182864189148,0.1945280134677887,0.6681697368621826,0.7051487565040588,0.9663828611373901,0.1206178143620491,1.8324577808380127
44,0.9813523888587952,0.08026275038719177,0.7353448271751404,0.594831645488739,0.9878072738647461,0.061822351068258286,0.9401193857192993,0.19695761799812317,0.6782493591308594,0.6423643827438354,0.9602586030960083,0.12626543641090393,0.0010000000474974513,1.7025015354156494,0.9788033366203308,0.08038405328989029,0.7098143100738525,0.6393639445304871,0.9754856824874878,0.06813282519578934,0.9403182864189148,0.19422414898872375,0.673740029335022,0.6923621892929077,0.9650242328643799,0.12132810801267624,1.7964595556259155
45,0.9839462637901306,0.06901134550571442,0.7490053176879883,0.5727493762969971,0.9901506900787354,0.05291808024048805,0.9401193857192993,0.19389760494232178,0.6867374181747437,0.625700056552887,0.9669904708862305,0.11481431871652603,0.0005000000237487257,1.6290392875671387,0.9856312870979309,0.06841307878494263,0.7257294654846191,0.6180893778800964,0.9806551337242126,0.06510654091835022,0.9403182864189148,0.19336281716823578,0.6745358109474182,0.6847869753837585,0.9691322445869446,0.1090814545750618,1.7395156621932983
46,0.988227903842926,0.060451094061136246,0.7515915036201477,0.5605267286300659,0.9910034537315369,0.051642294973134995,0.9401193857192993,0.19307154417037964,0.6879310607910156,0.6208494901657104,0.9660834074020386,0.11800991743803024,0.0005000000237487257,1.604965090751648,0.9861741065979004,0.0690755546092987,0.7302387356758118,0.6272559762001038,0.9795805811882019,0.06796693801879883,0.9403182864189148,0.1921972781419754,0.6763925552368164,0.6880092024803162,0.9686190485954285,0.11054596304893494,1.7558362483978271
47,0.9879570603370667,0.06217128410935402,0.75,0.5651751756668091,0.9914258122444153,0.05031907930970192,0.9400530457496643,0.1930469572544098,0.6936339735984802,0.6135820150375366,0.9659541249275208,0.116675466299057,0.0005000000237487257,1.6006901264190674,0.9852651357650757,0.06862375140190125,0.7222811579704285,0.6320013403892517,0.980158805847168,0.06879951804876328,0.9403182864189148,0.19164326786994934,0.6761273145675659,0.6873395442962646,0.9710855484008789,0.11335916072130203,1.7624825239181519
48,0.9871301651000977,0.06274576485157013,0.7541776895523071,0.5597753524780273,0.9911006689071655,0.05073332414031029,0.9401193857192993,0.1909063756465912,0.6962864995002747,0.6110971570014954,0.9666393399238586,0.11615616083145142,0.0005000000237487257,1.5920720100402832,0.9840131402015686,0.06638441979885101,0.7278514504432678,0.6253817677497864,0.9774994850158691,0.06746986508369446,0.9403182864189148,0.1927994340658188,0.6647214889526367,0.696444571018219,0.9649035930633545,0.11634872108697891,1.7654662132263184
49,0.9880127906799316,0.06096946820616722,0.7514588832855225,0.5590954422950745,0.9907735586166382,0.0493844673037529,0.9400530457496643,0.19233211874961853,0.6925066113471985,0.6136266589164734,0.9686480760574341,0.11266166716814041,0.0005000000237487257,1.5890374183654785,0.9860987067222595,0.062017399817705154,0.7241379022598267,0.6265969276428223,0.9770653247833252,0.06447350233793259,0.9403182864189148,0.1914183348417282,0.6671087741851807,0.6976456642150879,0.9672876000404358,0.12082045525312424,1.7636642456054688
